# name: US-counties-internet
# source: https://raw.githubusercontent.com/eepsmedia/eeps-data-zoo/main/cages/US-counties-internet.csv
# importDate: 2026-01-29T15:54:27.920Z
# description: internet access in US Counties, probably 2023 
# attribute -- name: NAME, description: county or region name, type: categorical, editable: true
# attribute -- name: population, type: numeric, editable: true
# attribute -- name: median_income, type: numeric, editable: true
# attribute -- name: with_internet, description: percent of households with internet, type: numeric, editable: true
# attribute -- name: type, description: urban or rural...note that "mostly urban" means that most of the _people_ live in cities, editable: true
NAME,population,median_income,with_internet,type
"Nolan, Texas",14966,44346,74.2366063,Mostly Urban
"Nueces, Texas",360486,55048,81.3963049,Mostly Urban
"Ochiltree, Texas",10348,49928,78.710427,Mostly Urban
"Oldham, Texas",2090,63315,83.4914611,Rural
"Orange, Texas",84047,55700,80.5089249,Mostly Urban
"Palo Pinto, Texas",28317,45979,76.2897595,Mostly Rural
"Panola, Texas",23440,51569,72.5841169,Mostly Rural
"Parker, Texas",129802,74625,87.7030844,Mostly Rural
"Parmer, Texas",9852,54184,69.0777577,Mostly Rural
"Pecos, Texas",15797,52282,67.4347158,Mostly Urban
"Polk, Texas",47837,46182,73.9762961,Mostly Rural
"Potter, Texas",120899,43157,74.8020208,Mostly Urban
"Presidio, Texas",7123,27061,53.0643319,Mostly Urban
"Rains, Texas",11473,49872,76.8875548,Mostly Rural
"Randall, Texas",132475,67397,89.3569439,Mostly Urban
"Reagan, Texas",3752,70478,73.4088928,Mostly Urban
"Real, Texas",3389,34813,64.7106764,Rural
"Red River, Texas",12275,37955,67.6703645,Mostly Rural
"Reeves, Texas",15125,58384,65.230272,Mostly Urban
"Refugio, Texas",7236,48112,70.5859527,Mostly Rural
"Roberts, Texas",885,73854,84.244373,Rural
"Robertson, Texas",16890,54201,75.5740799,Mostly Rural
"Rockwall, Texas",93642,94767,93.3110051,Mostly Urban
"Runnels, Texas",10310,41732,71.1656442,Mostly Urban
"Rusk, Texas",53595,52329,68.7249443,Mostly Rural
"Sabine, Texas",10458,33257,75.750183,Rural
"San Augustine, Texas",8327,35509,66.1501788,Rural
"San Jacinto, Texas",27819,44658,78.5706757,Rural
"San Patricio, Texas",67046,55229,71.9865058,Mostly Urban
"San Saba, Texas",5962,44698,74.2870722,Mostly Urban
"Schleicher, Texas",3061,55677,71.6742081,Rural
"Scurry, Texas",17239,55889,73.6403807,Mostly Urban
"Shackelford, Texas",3311,45187,73.9059968,Rural
"Shelby, Texas",25478,40764,68.3706414,Mostly Rural
"Sherman, Texas",3058,56576,76.492891,Rural
"Smith, Texas",225015,53511,82.8486301,Mostly Urban
"Somervell, Texas",8743,53162,81.2287743,Rural
"Starr, Texas",63894,29294,62.304471,Mostly Urban
"Stephens, Texas",9372,45336,75,Mostly Urban
"Sterling, Texas",1141,59286,80.7359307,Rural
"Stonewall, Texas",1385,48000,75.0859107,Rural
"Sutton, Texas",3865,60543,61.6576819,Mostly Urban
"Swisher, Texas",7484,38418,80.071599,Mostly Urban
"Tarrant, Texas",2019977,64874,87.8664368,Mostly Urban
"Taylor, Texas",136348,50818,77.2240411,Mostly Urban
"Terrell, Texas",862,33750,52.5252525,Rural
"Terry, Texas",12615,44975,73.125464,Mostly Urban
"Throckmorton, Texas",1567,44196,75.1066856,Rural
"Titus, Texas",32730,46698,70.2169441,Mostly Rural
"Tom Green, Texas",117466,51675,79.6364564,Mostly Urban
"Travis, Texas",1203166,71767,90.0232069,Mostly Urban
"Trinity, Texas",14569,40407,67.641095,Mostly Rural
"Tyler, Texas",21496,43936,72.6780627,Mostly Rural
"Upshur, Texas",40769,50906,80.5357652,Mostly Rural
"Upton, Texas",3634,52257,56.4750958,Rural
"Uvalde, Texas",27009,41752,67.9718991,Mostly Urban
"Val Verde, Texas",49027,45521,72.1628103,Mostly Urban
"Van Zandt, Texas",54368,51935,74.2798878,Mostly Rural
"Victoria, Texas",91970,55631,75.0430187,Mostly Urban
"Walker, Texas",71539,41855,80.5000924,Mostly Urban
"Waller, Texas",49987,57654,72.2968866,Mostly Rural
"Ward, Texas",11586,64630,73.3063701,Mostly Urban
"Washington, Texas",34796,56237,75.0504806,Mostly Rural
"Webb, Texas",272053,42293,66.5390516,Mostly Urban
"Wharton, Texas",41551,49619,70.2543262,Mostly Urban
"Wheeler, Texas",5482,49352,79.8136646,Rural
"Wichita, Texas",131818,46575,79.5186753,Mostly Urban
"Wilbarger, Texas",12906,48773,74.4632339,Mostly Urban
"Willacy, Texas",21754,29944,61.1703959,Mostly Urban
"Williamson, Texas",527057,83679,93.2299118,Mostly Urban
"Wilson, Texas",48198,72445,85.2528445,Mostly Rural
"Winkler, Texas",7802,59167,78.3825816,Mostly Urban
"Wise, Texas",64639,61709,79.4021739,Mostly Rural
"Wood, Texas",43815,48534,79.8378803,Mostly Rural
"Yoakum, Texas",8571,68814,73.6173393,Mostly Urban
"Young, Texas",18114,47194,77.705841,Mostly Urban
"Zapata, Texas",14369,31113,63.3598184,Mostly Urban
"Zavala, Texas",12131,30988,57.3097749,Mostly Urban
"Beaver, Utah",6443,54212,78.2169521,Mostly Rural
"Box Elder, Utah",53001,59937,86.8396717,Mostly Urban
"Cache, Utah",122336,56840,91.1515474,Mostly Urban
"Carbon, Utah",20356,50278,82.1009689,Mostly Urban
"Daggett, Utah",612,81250,93.7931034,Rural
"Davis, Utah",340621,79690,93.147329,Mostly Urban
"Duchesne, Utah",20219,63919,85.204696,Mostly Rural
"Emery, Utah",10248,52055,80.7188632,Mostly Rural
"Garfield, Utah",5017,52337,83.8024124,Rural
"Grand, Utah",9616,48673,92.0619071,Mostly Urban
"Iron, Utah",49691,46809,88.7311775,Mostly Urban
"Juab, Utah",10948,62237,82.4188791,Mostly Urban
"Kane, Utah",7350,48269,85.269552,Mostly Rural
"Millard, Utah",12733,60445,85.6479331,Mostly Rural
"Morgan, Utah",11391,89274,95.0695705,Mostly Rural
"Piute, Utah",1904,39440,78.757515,Rural
"Rich, Utah",2350,49886,90.483871,Rural
"Salt Lake, Utah",1120805,71230,91.0572803,Mostly Urban
"San Juan, Utah",15281,44680,56.5881764,Mostly Rural
"Sanpete, Utah",29366,51720,85.3589532,Mostly Urban
"Sevier, Utah",21118,53020,84.5888996,Mostly Rural
"Summit, Utah",40511,100453,94.1738234,Mostly Urban
"Tooele, Utah",65185,71020,90.1361741,Mostly Urban
"Uintah, Utah",36323,66736,85.3552941,Mostly Urban
"Utah, Utah",590440,70408,94.6853077,Mostly Urban
"Wasatch, Utah",30523,77449,92.547298,Mostly Urban
"Washington, Utah",160537,56877,89.0863223,Mostly Urban
"Wayne, Utah",2694,44694,83.3496572,Rural
"Weber, Utah",247731,64636,87.6942864,Mostly Urban
"Addison, Vermont",36939,65093,84.6874364,Mostly Rural
"Bennington, Vermont",35920,53040,83.8145642,Mostly Rural
"Caledonia, Vermont",30425,49348,79.88374,Mostly Rural
"Chittenden, Vermont",162052,69896,90.2110092,Mostly Urban
"Essex, Vermont",6208,41045,73.4760522,Rural
"Franklin, Vermont",49025,64258,83.6185556,Mostly Rural
"Grand Isle, Vermont",6965,69583,87.6643074,Rural
"Lamoille, Vermont",25268,60365,87.3196945,Rural
"Orange, Vermont",28937,60159,81.5806609,Mostly Rural
"Orleans, Vermont",26911,47915,78.3885607,Mostly Rural
"Rutland, Vermont",59273,54973,82.2429907,Mostly Rural
"Washington, Vermont",58477,62108,85.8636638,Mostly Rural
"Windham, Vermont",43150,52659,85.3750392,Mostly Rural
"Windsor, Vermont",55427,58303,86.7009461,Mostly Rural
"Accomack, Virginia",32742,43210,70.7260652,Rural
"Albemarle, Virginia",106355,75394,88.5920418,Mostly Urban
"Alleghany, Virginia",15286,47794,72.1851357,Mostly Rural
"Amelia, Virginia",12854,58526,76.8010023,Rural
"Amherst, Virginia",31882,49170,70.0265692,Mostly Rural
"Appomattox, Virginia",15577,56176,71.3043478,Rural
"Arlington, Virginia",231803,117374,92.5302724,Mostly Urban
"Augusta, Virginia",74701,61305,76.8338055,Mostly Rural
"Bath, Virginia",4393,46137,66.0830415,Rural
"Bedford, Virginia",77908,61541,78.1772736,Mostly Rural
"Bland, Virginia",6447,50511,75.0297265,Rural
"Botetourt, Virginia",33222,68410,81.3236076,Mostly Rural
"Brunswick, Virginia",16665,41927,66.1541005,Mostly Rural
"Buchanan, Virginia",22138,30806,63.5103145,Rural
"Buckingham, Virginia",17004,46261,66.140381,Rural
"Campbell, Virginia",55170,50258,76.5431023,Mostly Rural
"Caroline, Virginia",30184,64715,73.9620566,Mostly Rural
"Carroll, Virginia",29738,43532,69.3575758,Mostly Rural
"Charles City, Virginia",6995,59192,67.7521008,Rural
"Charlotte, Virginia",12095,39212,62.7118644,Rural
"Chesterfield, Virginia",339447,80214,91.7088042,Mostly Urban
"Clarke, Virginia",14365,77936,79.4467104,Mostly Rural
"Craig, Virginia",5113,55484,74.0070609,Rural
"Culpeper, Virginia",50450,73116,83.4999704,Mostly Rural
"Cumberland, Virginia",9786,46221,66.0862983,Mostly Rural
"Dickenson, Virginia",14960,29226,65.6223249,Rural
"Dinwiddie, Virginia",28308,55880,73.2845732,Mostly Rural
"Essex, Virginia",11036,52681,65.2475913,Mostly Rural
"Fairfax, Virginia",1143529,121133,95.1349611,Mostly Urban
"Fauquier, Virginia",69115,97469,89.6847902,Mostly Rural
"Floyd, Virginia",15666,49729,73.5339506,Rural
"Fluvanna, Virginia",26282,74931,88.8843731,Mostly Rural
"Franklin, Virginia",56233,52639,74.1430055,Mostly Rural
"Frederick, Virginia",85153,73250,85.0095244,Mostly Urban
"Giles, Virginia",16814,52478,76.5421497,Mostly Rural
"Gloucester, Virginia",37161,66701,84.5179213,Mostly Rural
"Goochland, Virginia",22482,89741,85.6040826,Mostly Rural
"Grayson, Virginia",15811,33969,67.884439,Mostly Rural
"Greene, Virginia",19410,64979,85.4696208,Mostly Rural
"Greensville, Virginia",11659,44534,69.4143167,Mostly Rural
"Halifax, Virginia",34779,42289,61.7540107,Mostly Rural
"Hanover, Virginia",104449,88652,88.2043576,Mostly Urban
"Henrico, Virginia",325642,68572,87.80436,Mostly Urban
"Henry, Virginia",51588,36683,71.1593666,Mostly Rural
"Highland, Virginia",2214,46147,77.3820125,Rural
"Isle of Wight, Virginia",36372,71376,78.9918904,Mostly Rural
"James City, Virginia",74153,83048,91.1284155,Mostly Urban
"King and Queen, Virginia",7052,54516,61.7480538,Rural
"King George, Virginia",25890,87321,89.2123476,Mostly Rural
"King William, Virginia",16497,68720,76.0615883,Mostly Rural
"Lancaster, Virginia",10804,50739,74.5429794,Rural
"Lee, Virginia",24134,32718,61.187015,Mostly Rural
"Loudoun, Virginia",385143,136268,95.844672,Mostly Urban
"Louisa, Virginia",35380,59343,80.3167587,Rural
"Lunenburg, Virginia",12278,41868,62.3181713,Rural
"Madison, Virginia",13139,54197,76.664041,Rural
"Mathews, Virginia",8796,67009,74.0276356,Rural
"Mecklenburg, Virginia",30847,42025,63.9187474,Mostly Rural
"Middlesex, Virginia",10700,51917,69.9595869,Rural
"Montgomery, Virginia",97997,54641,89.8824789,Mostly Urban
"Nelson, Virginia",14812,62446,72.1334368,Rural
"New Kent, Virginia",21103,79698,84.4983234,Rural
"Northampton, Virginia",11957,43553,73.5002912,Rural
"Northumberland, Virginia",12223,58677,77.347872,Rural
"Nottoway, Virginia",15500,42869,68.9281848,Mostly Rural
"Orange, Virginia",35612,68481,81.7884487,Mostly Rural
"Page, Virginia",23749,47951,68.3658171,Mostly Rural
"Patrick, Virginia",17859,40486,69.7462589,Rural
"Pittsylvania, Virginia",61676,45382,71.5305735,Mostly Rural
"Powhatan, Virginia",28574,83914,90.2927884,Mostly Rural
"Prince Edward, Virginia",22956,46189,72.0328371,Mostly Rural
"Prince George, Virginia",37894,67001,85.86947,Mostly Rural
"Prince William, Virginia",456749,103445,95.1520933,Mostly Urban
"Pulaski, Virginia",34234,52638,73.7418244,Mostly Urban
"Rappahannock, Virginia",7332,68438,77.8225806,Rural
"Richmond, Virginia",8878,49831,70.6275884,Rural
"Roanoke, Virginia",93583,65467,84.5656313,Mostly Urban
"Rockbridge, Virginia",22509,54805,72.6472881,Mostly Rural
"Rockingham, Virginia",79444,59817,79.0829186,Mostly Rural
"Russell, Virginia",27408,39482,61.8878249,Mostly Rural
"Scott, Virginia",22009,39144,69.1684727,Mostly Rural
"Shenandoah, Virginia",43045,54921,75.8879584,Mostly Rural
"Smyth, Virginia",31059,40425,72.8670134,Mostly Rural
"Southampton, Virginia",17939,54611,77.3535725,Mostly Rural
"Spotsylvania, Virginia",131412,85330,90.5007212,Mostly Urban
"Stafford, Virginia",144012,106773,94.8648765,Mostly Urban
"Surry, Virginia",6600,54844,73.0434783,Rural
"Sussex, Virginia",11486,45801,70.3985317,Rural
"Tazewell, Virginia",42080,40978,73.1134843,Mostly Rural
"Warren, Virginia",39449,68189,84.6164546,Mostly Rural
"Washington, Virginia",54406,46262,77.8514173,Mostly Rural
"Westmoreland, Virginia",17638,54268,76.5501839,Mostly Rural
"Wise, Virginia",39025,38345,75.5652519,Mostly Rural
"Wythe, Virginia",28940,48043,72.8732748,Mostly Rural
"York, Virginia",67587,90367,92.7692245,Mostly Urban
"Alexandria city, Virginia",156505,96733,92.3434173,Mostly Urban
"Bristol city, Virginia",16843,37904,79.1272629,Mostly Urban
"Buena Vista city, Virginia",6399,34273,70.1851122,Mostly Urban
"Charlottesville city, Virginia",47042,58933,87.3690431,Mostly Urban
"Chesapeake city, Virginia",237820,75790,91.0851241,Mostly Urban
"Colonial Heights city, Virginia",17593,53716,81.4998582,Mostly Urban
"Covington city, Virginia",5582,39432,72.5197177,Mostly Urban
"Danville city, Virginia",41512,36301,70.9562206,Mostly Urban
"Emporia city, Virginia",5381,30857,69.1835772,Mostly Urban
"Fairfax city, Virginia",23865,111574,95.9078686,Mostly Urban
"Falls Church city, Virginia",14067,124796,96.8833143,Mostly Urban
"Franklin city, Virginia",8211,40375,72.8871242,Mostly Urban
"Fredericksburg city, Virginia",28469,63274,88.3575884,Mostly Urban
"Galax city, Virginia",6638,31938,73.8512035,Mostly Urban
"Hampton city, Virginia",135583,54550,85.9050279,Mostly Urban
"Harrisonburg city, Virginia",53391,43893,85.0667939,Mostly Urban
"Hopewell city, Virginia",22408,40497,73.9258131,Mostly Urban
"Lexington city, Virginia",7110,36466,73.5887097,Mostly Urban
"Lynchburg city, Virginia",80131,43374,79.5397057,Mostly Urban
"Manassas city, Virginia",41457,78462,90.3835595,Mostly Urban
"Manassas Park city, Virginia",16423,80667,93.7526562,Mostly Urban
"Martinsville city, Virginia",13101,33224,76.0213144,Mostly Urban
"Newport News city, Virginia",180145,51884,84.1497894,Mostly Urban
"Norfolk city, Virginia",245592,49146,85.8987012,Mostly Urban
"Norton city, Virginia",3990,28071,79.6591534,Mostly Urban
"Petersburg city, Virginia",31827,36135,70.4761187,Mostly Urban
"Poquoson city, Virginia",12039,96831,88.6023835,Mostly Urban
"Portsmouth city, Virginia",95311,50224,79.7729703,Mostly Urban
"Radford city, Virginia",17630,36743,83.3578522,Mostly Urban
"Richmond city, Virginia",223787,45117,78.387463,Mostly Urban
"Roanoke city, Virginia",99621,43028,76.6420059,Mostly Urban
"Salem city, Virginia",25519,57185,81.3480417,Mostly Urban
"Staunton city, Virginia",24452,48049,78.9638783,Mostly Urban
"Suffolk city, Virginia",89160,70664,82.1977228,Mostly Urban
"Virginia Beach city, Virginia",450135,74186,91.0803946,Mostly Urban
"Waynesboro city, Virginia",21926,45738,75.1531059,Mostly Urban
"Williamsburg city, Virginia",14788,56163,89.5289079,Mostly Urban
"Winchester city, Virginia",27789,53797,79.6664772,Mostly Urban
"Adams, Washington",19452,49142,71.8415236,Mostly Urban
"Asotin, Washington",22337,50423,81.5396358,Mostly Urban
"Benton, Washington",194168,65650,88.3155122,Mostly Urban
"Chelan, Washington",75757,56135,82.0172623,Mostly Urban
"Clallam, Washington",74487,49913,85.7020653,Mostly Urban
"Clark, Washington",465384,71636,91.6104057,Mostly Urban
"Columbia, Washington",4001,51111,80.6029579,Mostly Urban
"Cowlitz, Washington",105112,51752,83.53987,Mostly Urban
"Douglas, Washington",41371,60452,82.720393,Mostly Urban
"Ferry, Washington",7576,41924,71.4239587,Rural
"Franklin, Washington",90660,62002,84.4505244,Mostly Urban
"Garfield, Washington",2224,52525,81.8455366,Rural
"Grant, Washington",94860,54982,82.8782095,Mostly Urban
"Grays Harbor, Washington",71967,47770,83.7136893,Mostly Urban
"Island, Washington",81636,64809,91.3979746,Mostly Urban
"Jefferson, Washington",30856,54471,90.0765503,Mostly Rural
"King, Washington",2163257,89418,92.9315976,Mostly Urban
"Kitsap, Washington",262475,71610,91.9861895,Mostly Urban
"Kittitas, Washington",44825,55193,89.6295062,Mostly Urban
"Klickitat, Washington",21396,54056,81.6957489,Mostly Rural
"Lewis, Washington",76947,50216,81.6799947,Mostly Rural
"Lincoln, Washington",10435,50744,83.7235229,Rural
"Mason, Washington",62627,55726,85.6426599,Mostly Rural
"Okanogan, Washington",41638,45808,77.9483083,Mostly Rural
"Pacific, Washington",21281,44846,80.7197095,Mostly Rural
"Pend Oreille, Washington",13219,48583,75.9425804,Mostly Rural
"Pierce, Washington",859840,67868,88.7865558,Mostly Urban
"San Juan, Washington",16473,60711,89.9563863,Rural
"Skagit, Washington",123907,62865,88.6934935,Mostly Urban
"Skamania, Washington",11620,58598,81.0245464,Rural
"Snohomish, Washington",786620,82751,91.9040371,Mostly Urban
"Spokane, Washington",497875,54852,88.1444312,Mostly Urban
"Stevens, Washington",44214,49200,77.1410543,Mostly Rural
"Thurston, Washington",274684,69592,90.1573055,Mostly Urban
"Wahkiakum, Washington",4189,54085,85.3036876,Rural
"Walla Walla, Washington",60236,56533,87.1861549,Mostly Urban
"Whatcom, Washington",216812,59285,89.1904291,Mostly Urban
"Whitman, Washington",48593,42163,89.905081,Mostly Urban
"Yakima, Washington",249325,49871,80.4884569,Mostly Urban
"Barbour, West Virginia",16730,39580,71.1658354,Mostly Rural
"Berkeley, West Virginia",113495,60615,86.1091195,Mostly Urban
"Boone, West Virginia",22817,38642,76.4866638,Mostly Rural
"Braxton, West Virginia",14282,42213,68.2025132,Rural
"Brooke, West Virginia",22772,49772,75.3038064,Mostly Urban
"Cabell, West Virginia",95318,38321,76.8219441,Mostly Urban
"Calhoun, West Virginia",7396,37610,70.2863128,Rural
"Clay, West Virginia",8785,35875,71.9104569,Rural
"Doddridge, West Virginia",8536,46449,71.2126936,Rural
"Fayette, West Virginia",44126,40379,73.7060972,Mostly Rural
"Gilmer, West Virginia",8205,35810,68.9138577,Mostly Rural
"Grant, West Virginia",11641,41071,69.8419666,Mostly Rural
"Greenbrier, West Virginia",35347,39038,74.6156362,Mostly Rural
"Hampshire, West Virginia",23363,40099,63.9449446,Rural
"Hancock, West Virginia",29680,45580,75.7107978,Mostly Urban
"Hardy, West Virginia",13842,47186,78.1380185,Mostly Rural
"Harrison, West Virginia",68209,50433,78.7942849,Mostly Urban
"Jackson, West Virginia",29018,44783,68.7869028,Mostly Rural
"Jefferson, West Virginia",56179,76503,88.183776,Mostly Urban
"Kanawha, West Virginia",185710,45426,80.2761937,Mostly Urban
"Lewis, West Virginia",16276,39423,72.327809,Mostly Rural
"Lincoln, West Virginia",21078,37679,74.5653002,Rural
"Logan, West Virginia",33801,38123,78.9765766,Mostly Rural
"McDowell, West Virginia",19217,26547,67.111918,Mostly Rural
"Marion, West Virginia",56497,48605,81.0609363,Mostly Urban
"Marshall, West Virginia",31645,43918,73.4221714,Mostly Urban
"Mason, West Virginia",26939,40347,70.2921928,Mostly Rural
"Mercer, West Virginia",60486,39372,71.6622458,Mostly Urban
"Mineral, West Virginia",27278,46354,72.6216023,Mostly Rural
"Mingo, West Virginia",24741,31305,71.3330858,Mostly Rural
"Monongalia, West Virginia",105252,49926,87.7136092,Mostly Urban
"Monroe, West Virginia",13467,36493,66.8697772,Mostly Rural
"Morgan, West Virginia",17624,50661,80.5191181,Rural
"Nicholas, West Virginia",25324,38468,77.7692895,Mostly Rural
"Ohio, West Virginia",42547,48418,74.8948187,Mostly Urban
"Pendleton, West Virginia",7056,41210,66.1699429,Rural
"Pleasants, West Virginia",7507,48563,77.9365633,Mostly Rural
"Pocahontas, West Virginia",8531,39702,73.2886281,Rural
"Preston, West Virginia",33837,48317,77.6306226,Mostly Rural
"Putnam, West Virginia",56652,59626,78.2829448,Mostly Urban
"Raleigh, West Virginia",76232,42296,78.2126675,Mostly Urban
"Randolph, West Virginia",29065,41094,69.8151768,Mostly Rural
"Ritchie, West Virginia",9932,44472,73.5114504,Rural
"Roane, West Virginia",14205,34300,67.969713,Mostly Rural
"Summers, West Virginia",13018,36049,64.4015303,Mostly Rural
"Taylor, West Virginia",16951,47205,77.0154631,Mostly Rural
"Tucker, West Virginia",7027,45655,76.7644215,Rural
"Tyler, West Virginia",8909,41108,72.3468769,Mostly Rural
"Upshur, West Virginia",24605,40401,73.8110471,Mostly Rural
"Wayne, West Virginia",40708,36875,68.5043357,Mostly Rural
"Webster, West Virginia",8518,34312,67.1739701,Rural
"Wetzel, West Virginia",15614,42125,71.8723476,Mostly Rural
"Wirt, West Virginia",5797,40189,69.6678671,Rural
"Wood, West Virginia",85556,45958,81.3037925,Mostly Urban
"Wyoming, West Virginia",21711,40045,71.8009747,Mostly Rural
"Adams, Wisconsin",20073,43280,76.1689291,Rural
"Ashland, Wisconsin",15712,43861,75.878399,Mostly Rural
"Barron, Wisconsin",45252,50903,79.7519364,Mostly Rural
"Bayfield, Wisconsin",14992,52910,83.3548758,Rural
"Brown, Wisconsin",259786,59963,86.0322856,Mostly Urban
"Buffalo, Wisconsin",13167,57134,82.0584632,Rural
"Burnett, Wisconsin",15258,49982,78.7895385,Rural
"Calumet, Wisconsin",49807,72530,88.2404048,Mostly Urban
"Chippewa, Wisconsin",63635,57288,84.014126,Mostly Urban
"Clark, Wisconsin",34491,51872,71.6796875,Mostly Rural
"Columbia, Wisconsin",56954,65348,83.5098781,Mostly Rural
"Crawford, Wisconsin",16288,48853,78.2411605,Mostly Rural
"Dane, Wisconsin",529843,70541,91.4975625,Mostly Urban
"Dodge, Wisconsin",87776,58870,82.106632,Mostly Urban
"Door, Wisconsin",27439,58287,81.3655653,Mostly Rural
"Douglas, Wisconsin",43402,52480,80.6078224,Mostly Urban
"Dunn, Wisconsin",44498,56268,84.3738851,Mostly Rural
"Eau Claire, Wisconsin",102991,55711,86.6782814,Mostly Urban
"Florence, Wisconsin",4337,49128,76.4179104,Rural
"Fond du Lac, Wisconsin",102315,59373,83.5413341,Mostly Urban
"Forest, Wisconsin",9018,44313,76.1231075,Rural
"Grant, Wisconsin",51828,52958,79.9855678,Mostly Rural
"Green, Wisconsin",36864,62699,80.8915088,Mostly Rural
"Green Lake, Wisconsin",18757,53260,77.4669187,Mostly Rural
"Iowa, Wisconsin",23620,62785,82.1352313,Mostly Rural
"Iron, Wisconsin",5715,40801,77.5224775,Mostly Rural
"Jackson, Wisconsin",20506,52984,77.1743165,Mostly Rural
"Jefferson, Wisconsin",84652,63676,83.7735045,Mostly Urban
"Juneau, Wisconsin",26419,51056,77.6221805,Mostly Rural
"Kenosha, Wisconsin",168330,60929,86.3267269,Mostly Urban
"Kewaunee, Wisconsin",20360,63118,77.9800923,Mostly Rural
"La Crosse, Wisconsin",117850,55479,85.8027431,Mostly Urban
"Lafayette, Wisconsin",16735,59629,77.0324899,Rural
"Langlade, Wisconsin",19164,46557,75.4130789,Mostly Rural
"Lincoln, Wisconsin",27848,56086,79.3735554,Mostly Rural
"Manitowoc, Wisconsin",79407,53489,80.6023852,Mostly Urban
"Marathon, Wisconsin",135264,59543,83.8001336,Mostly Urban
"Marinette, Wisconsin",40537,47497,78.7612044,Mostly Rural
"Marquette, Wisconsin",15207,49586,77.4248005,Rural
"Menominee, Wisconsin",4579,43872,69.3000693,Rural
"Milwaukee, Wisconsin",954209,48742,79.9175544,Mostly Urban
"Monroe, Wisconsin",45502,58178,78.809363,Mostly Rural
"Oconto, Wisconsin",37556,57105,80.3826851,Mostly Rural
"Oneida, Wisconsin",35345,54198,82.3021489,Mostly Rural
"Outagamie, Wisconsin",184754,63536,87.7993612,Mostly Urban
"Ozaukee, Wisconsin",88284,82807,89.3192982,Mostly Urban
"Pepin, Wisconsin",7262,53140,81.3247173,Rural
"Pierce, Wisconsin",41603,72111,84.8376391,Mostly Rural
"Polk, Wisconsin",43349,56932,79.4528776,Mostly Rural
"Portage, Wisconsin",70599,57368,86.2926262,Mostly Urban
"Price, Wisconsin",13490,46742,78.0772142,Rural
"Racine, Wisconsin",195398,59749,84.2139715,Mostly Urban
"Richland, Wisconsin",17539,51335,74.429583,Mostly Rural
"Rock, Wisconsin",161769,55832,83.6700858,Mostly Urban
"Rusk, Wisconsin",14183,44302,72.9708555,Mostly Rural
"St. Croix, Wisconsin",87917,81124,88.0441884,Mostly Rural
"Sauk, Wisconsin",63596,56732,83.0277332,Mostly Urban
"Sawyer, Wisconsin",16370,44555,78.2420749,Mostly Rural
"Shawano, Wisconsin",41009,54143,78.0833186,Mostly Rural
"Sheboygan, Wisconsin",115205,58943,85.3053718,Mostly Urban
"Taylor, Wisconsin",20356,51698,76.5987025,Mostly Rural
"Trempealeau, Wisconsin",29438,55865,78.4266086,Mostly Rural
"Vernon, Wisconsin",30516,50905,75.1655629,Mostly Rural
"Vilas, Wisconsin",21593,44285,79.4117647,Rural
"Walworth, Wisconsin",103013,61106,86.9563064,Mostly Urban
"Washburn, Wisconsin",15689,48422,80.0764656,Mostly Rural
"Washington, Wisconsin",134535,74062,88.0564483,Mostly Urban
"Waukesha, Wisconsin",398879,84331,91.0052809,Mostly Urban
"Waupaca, Wisconsin",51444,57680,81.2159462,Mostly Rural
"Waushara, Wisconsin",24116,51195,77.9916912,Mostly Rural
"Winnebago, Wisconsin",169926,57124,86.0972169,Mostly Urban
"Wood, Wisconsin",73274,53473,81.8824624,Mostly Urban
"Albany, Wyoming",38102,46865,89.9669308,Mostly Urban
"Big Horn, Wyoming",11901,53435,79.8175345,Rural
"Campbell, Wyoming",47708,79916,90.8794602,Mostly Urban
"Carbon, Wyoming",15477,60206,78.8203753,Mostly Urban
"Converse, Wyoming",13997,63923,85.7063916,Mostly Rural
"Crook, Wyoming",7410,64055,81.9767442,Rural
"Fremont, Wyoming",40076,54242,79.9706725,Mostly Rural
"Goshen, Wyoming",13438,49774,78.4603571,Mostly Urban
"Hot Springs, Wyoming",4680,51875,83.9293798,Mostly Urban
"Johnson, Wyoming",8515,55991,77.0376176,Mostly Urban
"Laramie, Wyoming",97692,64220,86.8883841,Mostly Urban
"Lincoln, Wyoming",19011,64519,87.0671378,Mostly Rural
"Natrona, Wyoming",80610,60550,85.4464095,Mostly Urban
"Niobrara, Wyoming",2448,39359,77.0961145,Rural
"Park, Wyoming",29121,62666,87.1253235,Mostly Urban
"Platte, Wyoming",8673,47096,73.5518293,Mostly Rural
"Sheridan, Wyoming",30012,58521,83.5549814,Mostly Urban
"Sublette, Wyoming",9951,78680,87.0839695,Rural
"Sweetwater, Wyoming",44117,73008,88.015878,Mostly Urban
"Teton, Wyoming",23059,83831,92.6512339,Mostly Urban
"Uinta, Wyoming",20609,58235,90.575307,Mostly Urban
"Washakie, Wyoming",8129,53426,84.0736411,Mostly Urban
"Weston, Wyoming",7100,52867,79.7517962,Mostly Rural
